epoch,accuracy,loss,val_accuracy,val_loss
0,0.03458753228187561,5.7712836265563965,0.004000000189989805,6.105800628662109
1,0.1357376128435135,4.630110740661621,0.030400000512599945,5.775200843811035
2,0.25608405470848083,3.7892823219299316,0.25119999051094055,3.7955079078674316
3,0.3519238829612732,3.2115108966827393,0.4375999867916107,2.813519239425659
4,0.439670592546463,2.7389285564422607,0.5727999806404114,2.202415704727173
5,0.5088172554969788,2.3942878246307373,0.618399977684021,1.9153189659118652
6,0.5689620971679688,2.0888454914093018,0.6520000100135803,1.7045140266418457
7,0.6164418458938599,1.856555461883545,0.6808000206947327,1.6293025016784668
8,0.6588953733444214,1.6569486856460571,0.7351999878883362,1.36307954788208
9,0.6987647414207458,1.4729793071746826,0.7559999823570251,1.2589311599731445
10,0.7315348386764526,1.3176324367523193,0.7552000284194946,1.2456177473068237
11,0.7617208361625671,1.1786490678787231,0.7576000094413757,1.2455193996429443
12,0.7923043966293335,1.0584490299224854,0.8055999875068665,1.0602426528930664
13,0.8172369599342346,0.9623127579689026,0.7760000228881836,1.1349728107452393
14,0.8369160890579224,0.8679987788200378,0.7807999849319458,1.1297270059585571
15,0.8549765944480896,0.7995171546936035,0.8240000009536743,0.9569454789161682
16,0.8704813122749329,0.7278022766113281,0.8223999738693237,1.0160154104232788
17,0.8834303617477417,0.6855935454368591,0.8064000010490417,1.0432697534561157
18,0.8972597122192383,0.6329624652862549,0.8248000144958496,0.9881738424301147
19,0.9058923721313477,0.6016659736633301,0.8416000008583069,0.9308342933654785
20,0.9151213765144348,0.5650323629379272,0.7767999768257141,1.2416151762008667
21,0.9157745242118835,0.5524182319641113,0.8352000117301941,0.9359980225563049
22,0.9249183535575867,0.5220513939857483,0.8095999956130981,1.0110183954238892
23,0.9294618964195251,0.5014909505844116,0.8360000252723694,0.9398173689842224
24,0.9355956315994263,0.47789138555526733,0.853600025177002,0.9047626852989197
25,0.9348289370536804,0.4777088761329651,0.8384000062942505,0.9101995825767517
26,0.9382649660110474,0.46325626969337463,0.8424000144004822,0.8793871998786926
27,0.9400823712348938,0.45595791935920715,0.8560000061988831,0.902783989906311
