epoch,accuracy,loss,val_accuracy,val_loss
0,0.1064603179693222,5.231975555419922,0.004800000227987766,7.411518573760986
1,0.33059775829315186,3.5547590255737305,0.024000000208616257,6.332970142364502
2,0.49305692315101624,2.693107843399048,0.25999999046325684,3.9176433086395264
3,0.6024705171585083,2.1418817043304443,0.6208000183105469,2.0677073001861572
4,0.6899332404136658,1.7282580137252808,0.7224000096321106,1.5212815999984741
5,0.7584267854690552,1.4151736497879028,0.7656000256538391,1.4129998683929443
6,0.809995710849762,1.179944634437561,0.7688000202178955,1.3298627138137817
7,0.8502058982849121,1.0062488317489624,0.7135999798774719,1.6279675960540771
8,0.8838847279548645,0.8688288927078247,0.7775999903678894,1.3051007986068726
9,0.9055232405662537,0.7829324007034302,0.7968000173568726,1.2093498706817627
10,0.9203464388847351,0.7036328911781311,0.7639999985694885,1.4193366765975952
11,0.9328979253768921,0.6493738293647766,0.800000011920929,1.238237738609314
12,0.9370438456535339,0.6175479292869568,0.7888000011444092,1.3221633434295654
13,0.9467556476593018,0.5751706957817078,0.7911999821662903,1.2103099822998047
14,0.9461876749992371,0.5626424551010132,0.7919999957084656,1.2002261877059937
15,0.9501065015792847,0.533726692199707,0.8112000226974487,1.1637578010559082
16,0.9511855840682983,0.5148884654045105,0.8127999901771545,1.101409912109375
17,0.9514411687850952,0.5016622543334961,0.8271999955177307,1.1575369834899902
18,0.9530029892921448,0.4871166944503784,0.7975999712944031,1.2226976156234741
19,0.9556723237037659,0.46578851342201233,0.7928000092506409,1.2232674360275269
20,0.9550475478172302,0.46219560503959656,0.8104000091552734,1.1231712102890015
21,0.9546216130256653,0.45519012212753296,0.7847999930381775,1.2812974452972412
22,0.9563822150230408,0.4382508099079132,0.8104000091552734,1.2032525539398193
23,0.9586823582649231,0.43022558093070984,0.8271999955177307,1.0426392555236816
24,0.9576317071914673,0.42391452193260193,0.8216000199317932,1.0655089616775513
25,0.9606418013572693,0.40852871537208557,0.7943999767303467,1.1771955490112305
26,0.9589663743972778,0.41242721676826477,0.8208000063896179,1.1802016496658325
27,0.9631690979003906,0.3922281861305237,0.7871999740600586,1.2595266103744507
